ID,スキル名,スキル説明,発動条件（元データ）,発動条件,発動条件 (日本語訳),確定発動,持続時間補正値,基準持続時間(s),クールタイム補正値,基準クールタイム(s),査定値,種類,スキル対象,target_value_1_1,補正値,値（補正値の1/10000）,種類2,スキル対象2,target_value_1_2,補正値2,値（補正値2の1/10000）,種類3,スキル対象3,target_value_1_3,補正値3,値（補正値3の1/10000）
200011,右回り◎,右回りコースが得意になる,rotation==1,右回りコース,右回りコース,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200012,右回り○,右回りコースが少し得意になる,rotation==1,右回りコース,右回りコース,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200013,右回り×,右回りコースが少し苦手になる,rotation==1,右回りコース,右回りコース,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200021,左回り◎,左回りコースが得意になる,rotation==2,左回りコース,左回りコース,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200022,左回り○,左回りコースが少し得意になる,rotation==2,左回りコース,左回りコース,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200023,左回り×,左回りコースが少し苦手になる,rotation==2,左回りコース,左回りコース,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200031,東京レース場◎,東京レース場が得意になる,track_id==10006,レース場:東京レース場,レース場:東京レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200032,東京レース場○,東京レース場が少し得意になる,track_id==10006,レース場:東京レース場,レース場:東京レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200033,東京レース場×,東京レース場が少し苦手になる,track_id==10006,レース場:東京レース場,レース場:東京レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200041,中山レース場◎,中山レース場が得意になる,track_id==10005,レース場:中山レース場,レース場:中山レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200042,中山レース場○,中山レース場が少し得意になる,track_id==10005,レース場:中山レース場,レース場:中山レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200043,中山レース場×,中山レース場が少し苦手になる,track_id==10005,レース場:中山レース場,レース場:中山レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200051,阪神レース場◎,阪神レース場が得意になる,track_id==10009,レース場:阪神レース場,レース場:阪神レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200052,阪神レース場○,阪神レース場が少し得意になる,track_id==10009,レース場:阪神レース場,レース場:阪神レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200053,阪神レース場×,阪神レース場が少し苦手になる,track_id==10009,レース場:阪神レース場,レース場:阪神レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200061,京都レース場◎,京都レース場が得意になる,track_id==10008,レース場:京都レース場,レース場:京都レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200062,京都レース場○,京都レース場が少し得意になる,track_id==10008,レース場:京都レース場,レース場:京都レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200063,京都レース場×,京都レース場が少し苦手になる,track_id==10008,レース場:京都レース場,レース場:京都レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200071,中京レース場◎,中京レース場が得意になる,track_id==10007,レース場:中京レース場,レース場:中京レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200072,中京レース場○,中京レース場が少し得意になる,track_id==10007,レース場:中京レース場,レース場:中京レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200073,中京レース場×,中京レース場が少し苦手になる,track_id==10007,レース場:中京レース場,レース場:中京レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200081,札幌レース場◎,札幌レース場が得意になる,track_id==10001,レース場:札幌レース場,レース場:札幌レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200082,札幌レース場○,札幌レース場が少し得意になる,track_id==10001,レース場:札幌レース場,レース場:札幌レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200083,札幌レース場×,札幌レース場が少し苦手になる,track_id==10001,レース場:札幌レース場,レース場:札幌レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200091,函館レース場◎,函館レース場が得意になる,track_id==10002,レース場:函館レース場,レース場:函館レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200092,函館レース場○,函館レース場が少し得意になる,track_id==10002,レース場:函館レース場,レース場:函館レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200093,函館レース場×,函館レース場が少し苦手になる,track_id==10002,レース場:函館レース場,レース場:函館レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200101,福島レース場◎,福島レース場が得意になる,track_id==10004,レース場:福島レース場,レース場:福島レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200102,福島レース場○,福島レース場が少し得意になる,track_id==10004,レース場:福島レース場,レース場:福島レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200103,福島レース場×,福島レース場が少し苦手になる,track_id==10004,レース場:福島レース場,レース場:福島レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200111,新潟レース場◎,新潟レース場が得意になる,track_id==10003,レース場:新潟レース場,レース場:新潟レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200112,新潟レース場○,新潟レース場が少し得意になる,track_id==10003,レース場:新潟レース場,レース場:新潟レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200113,新潟レース場×,新潟レース場が少し苦手になる,track_id==10003,レース場:新潟レース場,レース場:新潟レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200121,小倉レース場◎,小倉レース場が得意になる,track_id==10010,レース場:小倉レース場,レース場:小倉レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200122,小倉レース場○,小倉レース場が少し得意になる,track_id==10010,レース場:小倉レース場,レース場:小倉レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200123,小倉レース場×,小倉レース場が少し苦手になる,track_id==10010,レース場:小倉レース場,レース場:小倉レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200131,根幹距離◎,根幹距離（400mの倍数）が得意になる,is_basis_distance==1,根幹距離（400mの倍数）,根幹距離（400mの倍数）,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200132,根幹距離○,根幹距離（400mの倍数）が少し得意になる,is_basis_distance==1,根幹距離（400mの倍数）,根幹距離（400mの倍数）,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200133,根幹距離×,根幹距離（400mの倍数）が少し苦手になる,is_basis_distance==1,根幹距離（400mの倍数）,根幹距離（400mの倍数）,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200141,非根幹距離◎,非根幹距離（400mの倍数以外）が得意になる,is_basis_distance==0,非根幹距離（400mの倍数以外）,非根幹距離（400mの倍数以外）,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200142,非根幹距離○,非根幹距離（400mの倍数以外）が少し得意になる,is_basis_distance==0,非根幹距離（400mの倍数以外）,非根幹距離（400mの倍数以外）,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200143,非根幹距離×,非根幹距離（400mの倍数以外）が少し苦手になる,is_basis_distance==0,非根幹距離（400mの倍数以外）,非根幹距離（400mの倍数以外）,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200151,良バ場◎,「良」のバ場状態が得意になる,ground_condition==1,バ場状態:良,バ場状態:良,〇,-1,瞬時発動,0,0,174,パワーアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200152,良バ場○,「良」のバ場状態が少し得意になる,ground_condition==1,バ場状態:良,バ場状態:良,〇,-1,瞬時発動,0,0,129,パワーアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200153,良バ場×,「良」のバ場状態が少し苦手になる,ground_condition==1,バ場状態:良,バ場状態:良,〇,-1,瞬時発動,0,0,-129,パワーアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200161,道悪◎,「稍重」「重」「不良」のバ場状態が得意になる,ground_condition==2@ground_condition==3@ground_condition==4,バ場状態:稍重またはバ場状態:重またはバ場状態:不良,バ場状態:稍重またはバ場状態:重またはバ場状態:不良,〇,-1,瞬時発動,0,0,174,パワーアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200162,道悪○,「稍重」「重」「不良」のバ場状態が少し得意になる,ground_condition==2@ground_condition==3@ground_condition==4,バ場状態:稍重またはバ場状態:重またはバ場状態:不良,バ場状態:稍重またはバ場状態:重またはバ場状態:不良,〇,-1,瞬時発動,0,0,129,パワーアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200163,道悪×,「稍重」「重」「不良」のバ場状態が少し苦手になる,ground_condition==2@ground_condition==3@ground_condition==4,バ場状態:稍重またはバ場状態:重またはバ場状態:不良,バ場状態:稍重またはバ場状態:重またはバ場状態:不良,〇,-1,瞬時発動,0,0,-129,パワーアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200171,春ウマ娘◎,春のレースが得意になる,season==1@season==5,季節:春またはseason==5（不明）,季節:春またはseason==5（URAファイナルズorチーム競技場全部？）,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200172,春ウマ娘○,春のレースが少し得意になる,season==1@season==5,季節:春またはseason==5（不明）,季節:春またはseason==5（URAファイナルズorチーム競技場全部？）,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200173,春ウマ娘×,春のレースが少し苦手になる,season==1@season==5,季節:春またはseason==5（不明）,季節:春またはseason==5（URAファイナルズorチーム競技場全部？）,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200181,夏ウマ娘◎,夏のレースが得意になる,season==2,季節:夏,季節:夏,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200182,夏ウマ娘○,夏のレースが少し得意になる,season==2,季節:夏,季節:夏,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200183,夏ウマ娘×,夏のレースが少し苦手になる,season==2,季節:夏,季節:夏,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200191,秋ウマ娘◎,秋のレースが得意になる,season==3,季節:秋,季節:秋,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200192,秋ウマ娘○,秋のレースが少し得意になる,season==3,季節:秋,季節:秋,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200193,秋ウマ娘×,秋のレースが少し苦手になる,season==3,季節:秋,季節:秋,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200201,冬ウマ娘◎,冬のレースが得意になる,season==4,季節:冬,季節:冬,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200202,冬ウマ娘○,冬のレースが少し得意になる,season==4,季節:冬,季節:冬,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200203,冬ウマ娘×,冬のレースが少し苦手になる,season==4,季節:冬,季節:冬,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200211,晴れの日◎,晴れの日のレースが得意になる,weather==1,天気:晴れ,天気:晴れ,〇,-1,瞬時発動,0,0,174,根性アップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200212,晴れの日○,晴れの日のレースが少し得意になる,weather==1,天気:晴れ,天気:晴れ,〇,-1,瞬時発動,0,0,129,根性アップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200221,曇りの日◎,曇りの日のレースが得意になる,weather==2,天気:曇り,天気:曇り,〇,-1,瞬時発動,0,0,174,根性アップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200222,曇りの日○,曇りの日のレースが少し得意になる,weather==2,天気:曇り,天気:曇り,〇,-1,瞬時発動,0,0,129,根性アップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200231,雨の日◎,雨の日のレースが得意になる,weather==3,天気:雨,天気:雨,〇,-1,瞬時発動,0,0,174,根性アップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200232,雨の日○,雨の日のレースが少し得意になる,weather==3,天気:雨,天気:雨,〇,-1,瞬時発動,0,0,129,根性アップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200233,雨の日×,雨の日のレースが少し苦手になる,weather==3,天気:雨,天気:雨,〇,-1,瞬時発動,0,0,-129,根性アップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200241,雪の日◎,雪の日のレースが得意になる,weather==4,天気:雪,天気:雪,〇,-1,瞬時発動,0,0,174,根性アップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200242,雪の日○,雪の日のレースが少し得意になる,weather==4,天気:雪,天気:雪,〇,-1,瞬時発動,0,0,129,根性アップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200251,内枠得意◎,枠番が1～3のレースが得意になる,post_number<=3,枠番<=3,枠番:1～3 ＊1～3番,〇,-1,瞬時発動,0,0,174,賢さアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200252,内枠得意○,枠番が1～3のレースが少し得意になる,post_number<=3,枠番<=3,枠番:1～3 ＊1～3番,〇,-1,瞬時発動,0,0,129,賢さアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200253,内枠苦手,枠番が1～3のレースが少し苦手になる,post_number<=3,枠番<=3,枠番:1～3 ＊1～3番,〇,-1,瞬時発動,0,0,-129,賢さアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200261,外枠得意◎,枠番が6～8のレースが得意になる,post_number>=6,枠番>=6,枠番:6～8 ＊7～12番,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200262,外枠得意○,枠番が6～8のレースが少し得意になる,post_number>=6,枠番>=6,枠番:6～8 ＊7～12番,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200263,外枠苦手,枠番が6～8のレースが少し苦手になる,post_number>=6,枠番>=6,枠番:6～8 ＊7～12番,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200271,おひとり様◎,自分と同じ作戦のウマ娘がいないと能力を発揮しやすい,running_style_count_same<=1,同じ作戦の馬の数<=1,同じ作戦のウマの数が0,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200272,おひとり様○,自分と同じ作戦のウマ娘がいないと能力を少し発揮しやすい,running_style_count_same<=1,同じ作戦の馬の数<=1,同じ作戦のウマの数が0,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200281,対抗意識◎,自分と同じ作戦のウマ娘が6人以上だと能力を発揮しやすい,running_style_count_same>=6,同じ作戦の馬の数>=6,同じ作戦のウマの数が自分含めて6以上,〇,-1,瞬時発動,0,0,174,パワーアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200282,対抗意識○,自分と同じ作戦のウマ娘が6人以上だと能力を少し発揮しやすい,running_style_count_same>=6,同じ作戦の馬の数>=6,同じ作戦のウマの数が自分含めて6以上,〇,-1,瞬時発動,0,0,129,パワーアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200283,引っ込み思案,自分と同じ作戦のウマ娘が6人以上だと能力を少し発揮しにくい,running_style_count_same>=6,同じ作戦の馬の数>=6,同じ作戦のウマの数が自分含めて6以上,〇,-1,瞬時発動,0,0,-129,パワーアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200291,徹底マーク◎,1番人気のウマ娘と作戦が同じだと能力を発揮しやすい,running_style_equal_popularity_one==1,一番人気馬との作戦が同じ,一番人気ウマと作戦が同じ,〇,-1,瞬時発動,0,0,174,根性アップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200292,徹底マーク○,1番人気のウマ娘と作戦が同じだと能力を少し発揮しやすい,running_style_equal_popularity_one==1,一番人気馬との作戦が同じ,一番人気ウマと作戦が同じ,〇,-1,瞬時発動,0,0,129,根性アップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200301,伏兵◎,4番人気以下のレースで能力を発揮しやすい,popularity>=4,人気>=4,人気が4番目以下,〇,-1,瞬時発動,0,0,174,スピードアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200302,伏兵○,4番人気以下のレースで能力を少し発揮しやすい,popularity>=4,人気>=4,人気が4番目以下,〇,-1,瞬時発動,0,0,129,スピードアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200311,GⅠ苦手,GⅠなどの大舞台のレースが少し苦手になる,grade==100,GⅠのレース,GⅠのレース,〇,-1,瞬時発動,0,0,-129,スピードアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200321,小心者,1番人気になる事が少し苦手になる,popularity==1,人気＝1,1番人気,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200331,弧線のプロフェッサー,コーナーが得意になり速度が上がる,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。第4コーナーも可能性あり(以下具体的な条件記載)
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動。第1、第4コーナーでのトリガー位置によっては2回発動",×,18000,"1,8",300000,30,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200332,コーナー巧者○,コーナーが得意になり速度がわずかに上がる,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。第4コーナーも可能性あり(以下具体的な条件記載)
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動。第1、第4コーナーでのトリガー位置によっては2回発動",×,18000,"1,8",300000,30,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200333,コーナー巧者×,コーナーが苦手になり速度が少し下がる,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。第4コーナーも可能性あり(以下具体的な条件記載)
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動。第1、第4コーナーでのトリガー位置によっては2回発動",×,18000,"1,8",300000,30,-262,現在速度アップ,自分,-,-2000,"-0,2",-,-,-,-,-,-,-,-,-,-
200341,曲線のソムリエ,華麗なコーナーワークで加速力が上がる,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。第4コーナー可能性あり(以下具体的な条件記載)
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動。第1、第4コーナーでのトリガー位置によっては2回発動",×,18000,"1,8",300000,30,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200342,コーナー加速○,華麗なコーナーワークで加速力がわずかに上がる,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。第4コーナー可能性あり(以下具体的な条件記載)
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動。第1、第4コーナーでのトリガー位置によっては2回発動",×,18000,"1,8",300000,30,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200343,コーナー加速×,ぎこちないコーナーワークで加速力が少し下がる,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。第4コーナー可能性あり(以下具体的な条件記載)
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動。第1、第4コーナーでのトリガー位置によっては2回発動",×,18000,"1,8",300000,30,-262,加速度アップ,自分,-,-2000,"-0,2",-,-,-,-,-,-,-,-,-,-
200351,円弧のマエストロ,無駄のないコーナリングで持久力が回復する,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200352,コーナー回復○,無駄のないコーナリングで持久力がわずかに回復する,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200353,コーナー回復×,無駄の多いコーナリングで持久力が少し減少する,corner_random==1@corner_random==2@corner_random==3@corner_random==4,コーナー番号==1またはコーナー番号==2またはコーナー番号==3またはコーナー番号==4,"第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,0,瞬時発動,5000000,500,-262,体力回復,自分,-,-200,"-0,02",-,-,-,-,-,-,-,-,-,-
200361,ハヤテ一文字,直線で速度が上がる,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,9000,"0,9",300000,30,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200362,直線巧者,直線で速度がわずかに上がる,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,9000,"0,9",300000,30,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200371,一陣の風,直線で加速力が上がる,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,18000,"1,8",300000,30,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200372,直線加速,直線で加速力がわずかに上がる,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,18000,"1,8",300000,30,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200381,好転一息,直線で持久力が回復する,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200382,直線回復,直線で持久力がわずかに回復する,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200391,坂苦手,上り坂で少し疲れてしまいがちになる,slope==1,上り坂,上り坂,×,0,瞬時発動,5000000,500,-262,体力回復,自分,-,-200,"-0,02",-,-,-,-,-,-,-,-,-,-
200401,バ群嫌い,周りを囲まれると持久力が少し減少する,accumulatetime>=2&blocked_all_continuetime>=1,発動までの猶予時間>=2&囲まれた時間>=1,開始2秒後以降、囲まれた時間が1秒以上,×,0,瞬時発動,5000000,500,-262,体力回復,自分,-,-200,"-0,02",-,-,-,-,-,-,-,-,-,-
200411,あきらめ癖,最終直線で最後方付近にいると少しあきらめてしまいがちになる,is_finalcorner==1&is_lastspurt==1&straight_random==1&corner==0&distance_diff_rate>=75,最終コーナー＝到達&ラストスパート中＝〇&直線である（ランダム？）&全ウマ娘の距離の差における前からの率（数字が小さいほど前）>=75%,最終コーナー直線において、ラストスパート中かつ、全ウマ娘の距離の差が前から75%以降,×,30000,3,300000,30,-262,現在速度アップ,自分,-,-2000,"-0,2",-,-,-,-,-,-,-,-,-,-
